Title,Rating,Year,Duration,Votes,Director,MetaScore,Description,Rating Category,Predicted Rating Category
953. Ребята с улицы,7.8,,N/A,159000,Unknown,76.0,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",Good,Good
954. Уроки темноты,8.0,,N/A,7000,Unknown,0.0,"This film surveys the disaster of the Kuwaiti oil fields in flames, with little narration and scarcely any interviews. Hell on Earth is presented in such transcendent visions and music that one can only be fascinated by it.",Excellent,Good
955. Дни и ночи в лесу,8.1,,N/A,3000,Unknown,0.0,"Four carefree, jaded middle-class bachelors from Calcutta head out for a holiday in the wilderness. Before long, each man undergoes their own journey of self-discovery.",Excellent,Excellent
956. Зулусы,7.7,,N/A,44000,Unknown,77.0,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,Good,Good
957. Бен-Гур,7.8,,N/A,1000,Unknown,0.0,A Jewish prince seeks to find his family and revenge himself upon his childhood friend who had him wrongly imprisoned.,Good,Good
958. Одержимость,7.6,,N/A,5000,Unknown,0.0,"Gino, a drifter, begins an affair with inn-owner Giovanna, and they plan to get rid of her older husband.",Good,Good
959. Золотой век,7.2,,N/A,15000,Unknown,0.0,"A surrealist tale of a man and a woman who are passionately in love with each other, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society.",Good,Good
960. Покаяние,8.1,,N/A,5000,Unknown,0.0,"Varlam, the despotic mayor of a small town, dies. After his funeral, his body is repeatedly unearthed and buried again. Through flashbacks and dreamlike scenes, we witness his rise, power and ambiguities.",Excellent,Excellent
961. Мое путешествие по Италии,8.2,,N/A,6000,Unknown,90.0,World-renowned director Martin Scorsese narrates this journey through his favorites in Italian cinema.,Excellent,Excellent
962. Убийцы леди,7.6,,N/A,32000,Unknown,91.0,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,Good,Good
963. Портрет девушки в огне,8.1,,N/A,115000,Unknown,95.0,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Excellent,Excellent
964. Взгляд тишины,8.3,,N/A,14000,Unknown,92.0,A family that survived the genocide in Indonesia confronts the men who killed one of their brothers.,Excellent,Excellent
965. Ведьмина служба доставки,7.8,,N/A,172000,Unknown,85.0,"Along with her black cat Jiji, Kiki settles in a seaside town and starts a high-flying delivery service. Here begins her magical encounter with independence and responsibility, making lifelong friends and finding her place in the world.",Good,Good
966. Цветы лиловые полей,7.7,,N/A,99000,Unknown,78.0,"A tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry.",Good,Good
967. Маленькая мама,7.4,,N/A,19000,Unknown,93.0,Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods. One day she meets a girl her age building a tree-house.,Good,Good
968. Ворон,7.8,,N/A,11000,Unknown,0.0,"A French village doctor becomes the target of poison-pen letters sent to village leaders, accusing him of affairs and practicing abortion.",Good,Good
969. Дочь шахтера,7.5,,N/A,21000,Unknown,84.0,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",Good,Good
970. Голод,7.7,,N/A,4000,Unknown,0.0,"In 1890, Pontus, the starving writer, wanders the streets of Christiania, in search of love and a chance to get his work published. All he meets is defeat and suffering while his sense of reality is withering. One moment his is delighted and the next he curses everybody. All the time he manages to maintain human dignity and pride.",Good,Good
971. Рождественский гимн,8.1,,N/A,26000,Unknown,0.0,"Ebenezer Scrooge, a curmudgeonly, miserly businessman, has no time for sentimentality and largely views Christmas as a waste of time. However, this Christmas Eve, he will be visited by three spirits who will show him the error of his ways.",Excellent,Excellent
972. Вкус зеленого чая после риса,7.7,,N/A,9000,Unknown,0.0,A childless middle-aged couple faces a marital crisis.,Good,Good
973. Командир,8.5,,N/A,14000,Unknown,0.0,An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.,Excellent,Excellent
974. Истинная грусть,8.0,,N/A,102000,Unknown,67.0,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",Excellent,Good
975. Цельнометаллическая оболочка,8.2,,N/A,807000,Unknown,78.0,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Excellent,Good
976. Барон Мюнхгаузен,7.7,,N/A,2000,Unknown,0.0,"The outrageous Baron Munchausen tells of his many adventures, from meeting the Man in the Moon to defeating a Turkish army all by himself.",Good,Good
977. Сквозь оливы,7.7,,N/A,10000,Unknown,0.0,A depiction of the off-screen relationship between the actors who play the newlyweds in the film Жизнь и ничего более (1992).,Good,Good
978. Молочные братья,8.8,,N/A,21000,Unknown,0.0,"Saban, Ramazan and Bayram are sailors in an Ottoman Navy and Hüsamettin is their commander. Hüsamettin's aide Ramazan, Saban who is foster son of Hüsamettin's sister and Bayram who is married to Hüsamettin's niece stays at Hüsamettin's family residence.",Excellent,Excellent
979. Бумажные цветы,7.8,,N/A,9000,Unknown,0.0,"Suresh Sinha, a famous director, discovers star potential in Shanti, a woman he stumbled into one rainy evening, and casts her as the lead in a film. In a twist of fate, Shanti becomes a superstar and Suresh faces a decline in his career.",Good,Good
"980. Вперед, путешественник",7.9,,N/A,19000,Unknown,70.0,"A frumpy spinster blossoms under therapy and becomes an elegant, independent woman.",Good,Good
981. Генерал Делла Ровере,7.7,,N/A,8000,Unknown,0.0,"Bardone, a petty con man, is arrested by the Gestapo and coerced into impersonating a partisan leader in order to expose another resistance organizer.",Good,Good
982. Жить,8.3,,N/A,21000,Unknown,0.0,"After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China.",Excellent,Excellent
983. Простая история,8.0,,N/A,100000,Unknown,86.0,"Alvin Straight, a 73-year-old, learns that his estranged brother, Lyle is critically ill. Unable to drive, Alvin embarks on a journey from Iowa to Mt. Zion, by riding a lawn mower. Will he succeed?",Excellent,Excellent
984. Второй раз,7.6,,N/A,23000,Unknown,71.0,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity - one that comes with its own price.,Good,Good
985. 36 ступеней Шаолиня,7.6,,N/A,19000,Unknown,0.0,A man studies kung fu at the Shaolin Temple to fight back against the oppressive Manchu government.,Good,Excellent
986. Плохой день в Блэк-Роке,7.7,,N/A,25000,Unknown,0.0,"Following World War II, a one-armed stranger arrives in a tiny California desert town, but finds the residents hostile and protecting a terrible secret they want to keep hidden, by violent means if necessary.",Good,Good
987. Поговори с ней,7.9,,N/A,119000,Unknown,86.0,Two men share an odd friendship while they care for two women who are both in deep comas.,Good,Good
988. Солнце моё,7.6,,N/A,105000,Unknown,95.0,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...,Good,Good
"989. Добро пожаловать, или Посторонним вход воспрещен",7.9,,N/A,6000,Unknown,0.0,A satirical comedy about the excessive restrictions that children face during their vacation in a Young Pioneer camp.,Good,Good
990. Американский друг,7.4,,N/A,19000,Unknown,79.0,"Tom Ripley, who deals in forged art, suggests a picture framer he knows would make a good hit man.",Good,Good
991. Наёмный убийца,7.7,,N/A,52000,Unknown,82.0,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore the vision of a singer he accidentally blinded.,Good,Good
992. Одиночество бегуна на длинную дистанцию,7.5,,N/A,5000,Unknown,0.0,A young thief takes up long-distance running when he is sent to a borstal.,Good,Good
993. Чемпион,7.2,,N/A,7000,Unknown,0.0,An alcoholic ex-boxer struggles to provide a good living for his son.,Good,Good
